Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason
0gv96doq,Sports Events,Closed Won,2019-10-22,2019-10-26,360,25GIFT,operations,
17b12ezk,Corporate Events,Closed Won,2019-03-06,2019-03-06,360,SAVE25LESS,operations,
c6accv26,Corporate Events,Closed Won,2019-10-21,2019-10-21,576,2SEMESTERS20SALE,operations,
fg670dyk,Corporate Events,Closed Won,2019-04-06,2019-08-06,300,SAVEMONTH50SPECIAL,operations,
pc9dguue,Corporate Events,Closed Lost,2019-10-26,2019-10-26,150,,operations,price
xnqzpsi1,Educational Seminars,Closed Won,2019-03-06,2019-10-06,450,SAVEQUARTER25,quality of delivery,
r34mab85,Corporate Events,Closed Won,2019-02-06,2019-02-06,120,SEVENTYFIVEGIFT,,
q9qe58za,Sports Events,Closed Lost,2019-04-06,2019-07-06,240,ECONOMY50GIFT,operations,no product fit
avfl1jx8,Corporate Events,Closed Won,2019-10-21,2019-10-21,576,2SEMESTERS20SALE,financial control,
t8yui6ck,Corporate Events,Closed Won,2019-10-22,2019-10-22,120,3QUARTERS75CUT,operations,
ttde1a5w,Corporate Events,Closed Won,2019-10-26,2019-02-06,360,SAVE25LESS,operations,
seyovvlc,Educational Seminars,Closed Won,2019-02-06,2019-02-06,960,YEARLY60,quality of delivery,
yhbqwqla,Corporate Events,Closed Won,2019-02-06,2019-02-06,576,2SEMESTERS20SALE,quality of delivery,
e1b5yul9,Educational Seminars,Closed Won,2019-10-21,2019-10-21,240,SAVEMONTH50G,quality of delivery,
,Educational Seminars,Closed Lost,2019-10-26,2019-04-06,150,CUTBACK75SPECIAL,financial control,no budget
q3quug4o,Corporate Events,Closed Won,2019-04-06,2019-04-06,360,SAVE25LESS,,
e4811ys4,Corporate Events,Closed Lost,2019-10-24,2019-10-26,360,SAVE25LESS,operations,not target
0diwecqv,Sports Events,Closed Won,2019-10-26,2019-11-06,240,SAVEMONTH50G,operations,
y972jtvg,Sports Events,Negotiation,2019-10-21,2019-10-22,360,25GIFT,operations,
skygpwlr,Corporate Events,Closed Won,2019-02-06,2019-02-06,240,MONTH50REBATE,financial control,
dql05745,Corporate Events,Checkbox,2019-10-21,2019-10-21,324,10OFFREDUCED,operations,
ztua81xv,Corporate Events,Closed Won,2019-04-06,2019-04-06,1344,YEARLY30PROMO,operations,
qnprygng,Educational Seminars,Closed Won,2019-10-21,2019-10-21,960,YEARLY60,financial control,
2ixmbjea,Corporate Events,Closed Won,2019-10-22,2019-10-22,150,QUARTERLY75OFF,financial control,
o1h1i7jb,Educational Seminars,Demo 1,2019-10-23,2019-10-26,,,operations,
,Corporate Events,Demo 1,2019-10-26,2019-10-26,,,operations,
of729308,Corporate Events,Closed Won,2019-10-26,2019-11-09,576,2SEMESTERS20SALE,,
2aviz5va,Corporate Events,Closed Won,2019-10-26,2019-10-26,240,SAVEMONTH50G,operations,
b9653j7q,Corporate Events,Closed Won,2019-10-22,2019-10-26,150,QUARTERLY75OFF,operations,
f161m0hi,Corporate Events,Closed Lost,2018-12-16,2018-12-19,200,,operations,lost to competitor
ym1mxr90,Corporate Events,Closed Won,2018-12-16,2018-12-18,360,MONTHSAVE25DEAL,financial control,
3avifbzn,Corporate Events,Closed Lost,2018-12-16,2018-12-17,720,MONTHSAVE25DEAL,operations,price
xx0egmln,Corporate Events,Closed Lost,2018-12-16,2018-12-18,960,ANNUAL60DEAL,operations,no response
xv4l8rhm,Corporate Events,Closed Won,2018-12-16,2018-12-19,720,4SEMESTERS40DEAL,,
,Educational Seminars,Closed Lost,2018-12-16,2018-12-16,1008,RENEWYEAR30,operations,lost to competitor
3n2c379i,Corporate Events,Closed Won,2018-12-16,2018-12-17,240,MONTH50REBATE,,
,Educational Seminars,Closed Lost,2018-12-16,2019-01-26,240,,operations,lost to competitor
gdpt0arj,Corporate Events,Closed Won,2018-12-16,2018-12-22,300,MONTH50CUTBACK,operations,
185ji3ne,Corporate Events,Closed Won,2018-12-17,2018-12-17,360,SAVE25LESS,operations,
,Sports Events,Closed Lost,2019-03-27,2019-01-08,150,,operations,no product fit
p59gzsgn,,Closed Won,2019-03-27,2019-03-27,768,HALFYEAR20G,,
,Corporate Events,Closed Lost,2019-03-27,2019-01-09,200,,operations,not target
ng1qsgwj,Sports Events,Closed Lost,2019-03-27,2019-03-27,180,,operations,price
uymluh61,Educational Seminars,Closed Lost,2019-03-27,2018-12-15,360,ECONOMY50SPECIAL,quality of delivery,no response
plqn0gp9,Corporate Events,Closed Won,2019-03-27,2019-03-27,1344,YEARLY30PROMO,operations,
veead8vb,Educational Seminars,Closed Won,2019-01-09,2019-01-12,360,25GIFT,quality of delivery,
o26r2dsw,Sports Events,Closed Lost,2019-01-09,2019-01-22,1344,,operations,no response
ejvnj8b5,Sports Events,Closed Won,2019-01-09,2019-01-09,240,SAVEMONTH50G,operations,
1zgtp62l,Sports Events,Closed Lost,2019-01-09,2019-02-09,576,HALFSEASON20G,operations,lost to competitor
9dmf0al9,Corporate Events,Closed Lost,2019-01-09,2019-01-09,200,,operations,lost to competitor
,Corporate Events,Closed Lost,2019-01-09,2019-01-26,768,,operations,no response
0sehtwhi,Corporate Events,Closed Won,2019-01-09,2019-01-15,240,MONTH50REBATE,operations,
j075ja35,Corporate Events,Closed Lost,2019-01-09,2019-01-09,150,QUARTERLY75OFF,operations,lost to competitor
ocf0qmyl,Corporate Events,Closed Won,2018-12-28,2019-02-25,240,MONTH50REBATE,operations,
bvho4h5k,Educational Seminars,Closed Lost,2018-12-28,2019-02-13,240,,financial control,no response
158o07ev,Educational Seminars,Closed Won,2018-12-28,2018-12-28,1344,ANNUAL30BONUS,quality of delivery,
mhbynj3x,Sports Events,Closed Lost,2018-12-28,2019-01-28,768,HALFYEAR20G,operations,no budget
0s7etuba,Corporate Events,Closed Won,2018-12-28,2019-06-27,450,TRIALFREE,operations,
tiw7q50m,Corporate Events,Closed Won,2018-12-28,2018-12-28,240,DISCOUNT50POWER,operations,
skdyyn7g,Sports Events,Closed Won,2019-10-28,2019-10-28,576,HALFSEASON20G,operations,
0799hn7a,Corporate Events,Closed Won,2019-10-28,2019-10-28,240,DISCOUNT50POWER,operations,
cc042pe4,Corporate Events,Closed Won,2019-10-28,2019-02-09,360,SAVE25LESS,operations,
q0s87ib4,Corporate Events,Closed Won,2019-02-09,2019-02-10,240,MONTH50REBATE,,
zen6sev7,Corporate Events,Checkbox,2019-02-09,2019-02-09,768,2SEMESTERS20OFF,operations,
uetcn7t0,Educational Seminars,Demo 2,2019-02-20,2019-02-20,200,,operations,
bnn7sdk2,Sports Events,Closed Won,2019-02-20,2019-02-20,300,SAVEMORE50,operations,
5pyzdvs1,Educational Seminars,Closed Won,2019-02-20,2019-02-23,960,YEARLY60,quality of delivery,
bs2akhzr,Sports Events,Closed Lost,2019-01-16,2019-01-19,768,HALFYEAR20G,financial control,price
axv1qzzs,Sports Events,Closed Lost,2019-01-16,2019-01-16,150,MONTH75SPECIAL,operations,price
7bnpol8m,Sports Events,Closed Lost,2019-01-16,2019-01-16,768,,operations,lost to competitor
rvfus4tz,Educational Seminars,Closed Lost,2019-01-16,2019-01-26,768,HALFYEAR20G,operations,lost to competitor
ksxhazo2,Corporate Events,Closed Won,2019-01-16,2019-01-16,1350,DOUBLESEMESTER50,operations,
,Corporate Events,Closed Won,2019-01-16,2019-01-22,450,TRIALFREE,operations,
,Educational Seminars,Demo 1,2019-01-16,2019-01-26,360,GLOW20SEMESTER,,
7itgcn7n,Educational Seminars,Closed Lost,2019-01-16,2019-01-26,768,HALFYEAR20G,operations,no response
,Sports Events,Closed Lost,2018-02-04,2018-02-04,768,,operations,price
kbm303yl,Sports Events,Closed Won,2018-02-04,2018-09-08,240,SAVEMONTH50G,operations,
hy1t1mr2,Corporate Events,Closed Won,2018-02-04,2018-02-04,768,2SEMESTERS20OFF,operations,
lmyoqk0e,Corporate Events,Closed Won,2018-02-04,2018-02-04,240,MONTH50REBATE,financial control,
,Educational Seminars,Closed Lost,2018-03-04,2018-03-04,200,,quality of delivery,lost to competitor
sqfwokx0,Corporate Events,Closed Lost,2018-09-10,2018-09-11,200,,operations,no response
7wdgqm8n,Corporate Events,Closed Won,2018-09-10,2018-09-10,300,SAVEMONTH50SPECIAL,operations,
in9et8eb,Corporate Events,Checkbox,2018-09-10,2018-09-10,240,MONTH50REBATE,operations,
l5akjvkd,Sports Events,Closed Lost,2018-09-10,2018-11-13,200,,operations,lost to competitor
2536v8ke,Sports Events,Closed Won,2018-09-10,2018-09-19,240,DISCOUNT50POWER,operations,
,Educational Seminars,Closed Lost,2018-09-24,2018-05-05,1008,,quality of delivery,price
9udi2e83,Corporate Events,Closed Lost,2018-09-24,2018-09-25,200,,operations,no response
edrj8as4,Corporate Events,Closed Won,2018-09-24,2018-09-25,150,QUARTERLY75OFF,operations,
qlrbuq75,Corporate Events,Closed Won,2018-09-24,2018-01-05,240,DISCOUNT50POWER,operations,
s5rju1u7,Corporate Events,Closed Lost,2018-09-25,2019-01-09,240,DISCOUNT50POWER,operations,not target
mkhqtkg9,Corporate Events,Closed Won,2018-09-25,2018-09-25,960,ANNUAL60DEAL,financial control,
p2hffe38,Corporate Events,Closed Lost,2018-09-25,2018-10-24,768,2SEMESTERS20OFF,quality of delivery,no response
nisgrftp,Corporate Events,Closed Won,2018-09-25,2018-09-25,1500,FIFTYANNUALOFF,quality of delivery,
,Corporate Events,Closed Lost,2018-09-25,2018-09-25,200,,operations,price
pl5esi3y,Sports Events,Closed Lost,2018-09-25,2018-09-25,1008,RENEWYEAR30,operations,no response
xivwgyhc,Corporate Events,Closed Lost,2018-10-08,2018-10-15,240,MONTH50REBATE,quality of delivery,not target
iz3yd22d,Corporate Events,Negotiation,2018-10-08,2018-10-23,940,ANNUAL60DEAL,financial control,
59t5xati,Corporate Events,Closed Won,2018-10-08,2018-10-08,768,2SEMESTERS20OFF,operations,
gpi3jt6a,Corporate Events,Closed Won,2018-10-08,2018-10-08,768,2SEMESTERS20OFF,,
kbkc3t5l,Sports Events,Checkbox,2018-10-08,2018-10-08,300,SAVEMONTH50SPECIAL,operations,
r67wgmfb,Sports Events,Closed Won,2018-10-08,2018-10-09,324,SLASH10,financial control,
k6d5wfrj,Corporate Events,Closed Lost,2018-10-20,2018-12-25,324,,operations,no response
wwm0k8go,Corporate Events,Closed Won,2018-10-20,2018-02-06,360,MONTHSAVE25DEAL,operations,
pl1od5o6,Educational Seminars,Closed Lost,2018-10-21,2018-03-06,768,HALFYEAR20G,financial control,lost to competitor
ict1sx4o,Corporate Events,Closed Won,2018-10-21,2018-10-21,240,DISCOUNT50POWER,operations,
387283th,Sports Events,Closed Won,2018-10-21,2018-10-21,240,SAVEMONTH50G,operations,
qlambbtw,Corporate Events,Closed Won,2018-10-21,2018-12-08,450,TRIALFREE,financial control,
ssjholxd,Educational Seminars,Closed Lost,2018-10-21,2018-11-24,200,,operations,not target
,Sports Events,Closed Lost,2018-10-21,2018-10-24,768,HALFYEAR20G,operations,lost to competitor
c22jgae0,Corporate Events,Closed Won,2018-04-06,2018-04-06,360,SAVE25LESS,operations,
tkc85ljs,Corporate Events,Closed Won,2018-04-06,2018-05-06,960,SEMESTER20DEALAGAIN,operations,
n3e2exd1,Corporate Events,Closed Lost,2018-04-06,2018-12-25,1008,,financial control,no response
t2c9i5xq,Corporate Events,Closed Won,2018-04-06,2018-05-06,760,2SEMESTERS20OFF,quality of delivery,
qztgfo8w,Corporate Events,Closed Won,2018-04-06,2018-04-06,1008,RENEW30YEARLY,quality of delivery,
kje13ew7,Corporate Events,Closed Won,2018-04-06,2018-11-06,760,2SEMESTERS20OFF,financial control,
0k1w51h3,Corporate Events,Closed Lost,2018-11-10,2018-11-10,200,,financial control,no response
x0w2fbwk,Corporate Events,Closed Won,2018-11-10,2018-11-10,1344,YEARLY30PROMO,operations,
15p05xgl,Sports Events,Closed Lost,2018-11-10,2018-12-25,768,,operations,no response
,Educational Seminars,Closed Lost,2018-11-10,2018-11-10,720,SAVEMONTH50G,financial control,no product fit
,Corporate Events,Closed Lost,2018-11-10,2018-11-24,360,,operations,lost to competitor
pel6lgvy,Corporate Events,Closed Lost,2018-11-11,2018-11-11,324,,operations,lost to competitor
i76yiicy,Corporate Events,Closed Won,2018-11-11,2018-11-12,240,DISCOUNT50POWER,operations,
1f16zkgo,Educational Seminars,Closed Lost,2018-11-20,2018-12-25,1344,,financial control,no response
p67ouxbi,Sports Events,Closed Lost,2018-11-20,2018-11-21,360,MONTHSAVE25DEAL,operations,lost to competitor
cw2nrn5z,Corporate Events,Closed Won,2018-11-20,2018-11-20,1344,YEARLY30PROMO,operations,
hwegir4z,Corporate Events,Closed Won,2018-11-21,2018-11-21,768,2SEMESTERS20OFF,operations,
zofx4vu6,Corporate Events,Closed Lost,2018-11-21,2018-11-25,768,,operations,not target
4ityuvsd,Corporate Events,Closed Won,2018-11-21,2018-11-21,768,2SEMESTERS20OFF,operations,
spuhastm,Sports Events,Closed Won,2018-11-21,2018-11-21,960,YEARLY60,operations,
jqkrk8qk,Corporate Events,Closed Lost,2018-11-21,2018-11-24,200,,operations,lost to competitor
bx63eynm,Corporate Events,Closed Lost,2018-11-21,2018-12-17,200,,operations,no budget
i9gmzta5,Sports Events,Closed Won,2018-09-07,2018-10-07,150,MONTH75SPECIAL,quality of delivery,
,Corporate Events,Closed Lost,2018-09-07,2018-12-26,960,ANNUAL60DEAL,quality of delivery,no response
a9up4atd,Corporate Events,Closed Lost,2018-09-07,2019-01-08,300,,operations,no response
bpb3uuyc,Corporate Events,Closed Lost,2018-09-07,2018-12-26,768,,operations,no response
iixtafdl,,Closed Lost,2018-09-07,2019-01-26,200,SAVING75QUARTER,financial control,no product fit
,Sports Events,Demo 1,2018-09-07,2018-09-07,,,financial control,
,Corporate Events,Closed Lost,2018-09-07,2018-12-17,200,,financial control,no response
d9j0mu4v,Educational Seminars,Closed Won,2018-10-07,2018-10-07,240,SAVEMONTH50G,financial control,
7j1lpinh,Corporate Events,Closed Won,2018-12-17,2018-12-17,360,SAVE25LESS,financial control,
veag8o3l,Corporate Events,Closed Won,2018-12-17,2018-12-17,324,10OFFREDUCED,operations,
st96is00,Corporate Events,Closed Won,2018-12-17,2018-12-17,768,2SEMESTERS20OFF,operations,
10sqdkwf,Educational Seminars,Closed Lost,2018-12-17,2019-01-26,1344,ANNUAL30BONUS,financial control,no response
,Corporate Events,Closed Lost,2018-12-17,2018-12-17,150,QUARTERLY75OFF,financial control,lost to competitor
t6a8owub,Corporate Events,Closed Won,2018-12-17,2018-12-18,240,MONTH50REBATE,operations,
06a6um89,Educational Seminars,Closed Won,2018-12-17,2018-12-22,768,HALFYEAR20G,quality of delivery,
0ypvlzbf,Corporate Events,Closed Won,2018-12-17,2018-12-17,768,2SEMESTERS20OFF,,
z7wcjgem,Educational Seminars,Closed Won,2019-03-27,2019-03-27,1344,ANNUAL30BONUS,operations,
8ted40dj,Sports Events,Closed Won,2019-04-26,2019-04-26,240,SAVEMONTH50G,operations,
yp2dq5gm,Sports Events,Closed Won,2019-04-26,2019-06-26,1344,ANNUAL30BONUS,quality of delivery,
525m3vbw,Corporate Events,Closed Won,2019-04-26,2019-04-26,768,2SEMESTERS20OFF,operations,
lcy7lr4t,Educational Seminars,Closed Won,2019-04-26,2019-04-26,600,PROMOCODE,financial control,
fennseuq,Corporate Events,Closed Won,2019-04-26,2019-01-26,150,ECONOMY75DISCOUNT,operations,
qld5ntfi,Corporate Events,Closed Lost,2019-04-26,2019-01-14,324,,operations,no product fit
actfdaol,Sports Events,Closed Lost,2019-04-26,2019-06-26,300,,operations,no response
,Educational Seminars,Closed Lost,2019-01-16,2019-01-21,200,,operations,no response
3k9bvndb,Corporate Events,Closed Won,2019-01-16,2019-01-16,240,MONTH50REBATE,operations,
az5iewgu,Corporate Events,Closed Lost,2019-01-16,2019-01-23,360,SAVE25LESS,operations,no product fit
rj3smdzq,Sports Events,Closed Lost,2019-01-16,2019-01-26,300,,operations,no response
4i46futo,Sports Events,Closed Won,2019-01-16,2019-01-16,1344,ANNUAL30BONUS,operations,
8c247hul,Corporate Events,Closed Won,2019-01-16,2019-01-16,768,2SEMESTERS20OFF,,
f8xhvqd0,Corporate Events,Closed Won,2019-01-16,2019-01-21,768,2SEMESTERS20OFF,operations,
jouz7d7a,Corporate Events,Closed Lost,2018-12-28,2019-02-23,360,POWER75CUT,financial control,lost to competitor
g06m67ad,Educational Seminars,Closed Won,2018-12-28,2018-12-28,360,DISCOUNT25QUICK,operations,
8x5k2xts,Corporate Events,Demo 1,2019-02-09,2019-04-25,,,financial control,
5y2z0vhz,Sports Events,Closed Won,2019-02-09,2019-02-09,1344,ANNUAL30BONUS,operations,
eckix7wm,Corporate Events,Closed Won,2019-02-09,2019-03-18,300,SAVEMONTH50SPECIAL,operations,
m7s0uyn3,Corporate Events,Closed Won,2019-02-09,2019-02-09,768,2SEMESTERS20OFF,operations,
a1rbwcz5,Corporate Events,Closed Lost,2019-02-09,2019-02-11,1344,YEARLY30PROMO,quality of delivery,lost to competitor
hy8t7cc9,Educational Seminars,Closed Won,2019-02-09,2019-03-31,360,DISCOUNT25QUICK,quality of delivery,
dl8vew88,Corporate Events,Closed Won,2019-02-09,2019-02-09,360,MONTHSAVE25DEAL,operations,
3bt73qox,Educational Seminars,Closed Won,2019-02-09,2019-02-09,240,SAVEMONTH50G,quality of delivery,
1h42x6jm,Corporate Events,Closed Won,2018-12-29,2018-12-29,600,,operations,
srx7lgd7,Corporate Events,Closed Lost,2018-12-29,2019-01-29,768,2SEMESTERS20OFF,operations,not target
3qcn45og,Corporate Events,Closed Lost,2018-07-24,2018-07-26,360,GLOW20SEMESTER,quality of delivery,no response
zjlp9b5j,Corporate Events,Closed Won,2018-07-24,2018-07-24,960,ANNUAL60DEAL,operations,
qqdllbnf,Corporate Events,Closed Won,2018-07-24,2018-07-24,150,ECONOMY75DISCOUNT,operations,
p4voeifi,Corporate Events,Closed Won,2018-07-24,2018-07-25,150,QUARTERLY75OFF,operations,
temaa3tj,Corporate Events,Closed Lost,2018-07-24,2018-09-03,360,SAVE25LESS,financial control,lost to competitor
5zumx85d,Corporate Events,Closed Lost,2018-07-24,2018-07-25,150,,operations,lost to competitor
0ij22rz8,Corporate Events,Closed Won,2018-07-24,2018-07-25,240,DISCOUNT50POWER,,
wln8cxlh,Corporate Events,Closed Won,2018-07-24,2018-07-24,240,DISCOUNT50POWER,operations,
xm8j7ocn,Corporate Events,Closed Won,2018-07-24,2018-07-25,32396,10OFFREDUCED,operations,
,Corporate Events,Closed Lost,2018-07-24,2018-07-26,200,FIFTYGIFT,operations,not target
x9da1kin,Educational Seminars,Closed Lost,2018-07-24,2018-07-24,200,,operations,no budget
,Sports Events,Closed Lost,2018-07-24,2018-09-16,1680,FLAT30,operations,no response
h4qryeyk,Corporate Events,Closed Won,2018-07-25,2018-07-25,960,ANNUAL60DEAL,quality of delivery,
zivdy57d,Educational Seminars,Closed Lost,2018-03-04,2018-11-11,768,HALFYEAR20G,operations,not target
cigj2w1v,Corporate Events,Closed Lost,2018-03-04,2018-03-04,150,,operations,no product fit
,Corporate Events,Closed Lost,2018-03-04,2018-09-16,360,,financial control,no response
j3pknkt8,Corporate Events,Closed Lost,2018-03-04,2018-09-08,324,10OFFREDUCED,financial control,not target
5oe3jpec,Educational Seminars,Closed Lost,2018-03-04,2018-12-26,324,,operations,no response
vlv4tmlu,Corporate Events,Closed Won,2018-03-04,2018-09-12,450,TRIALFREE,operations,
jxdgoa0y,Sports Events,Closed Won,2018-03-04,2018-03-04,768,HALFYEAR20G,operations,
,Corporate Events,Closed Lost,2018-03-04,2018-09-22,150,,operations,price
sszi1yth,Corporate Events,Closed Won,2018-09-10,2018-09-10,360,MONTHSAVE25DEAL,operations,
y9fn5jwf,Corporate Events,Closed Lost,2018-09-10,2018-11-19,14876,MONTH75SPECIAL,operations,not target
ypf5ndh7,Corporate Events,Closed Won,2018-09-10,2018-09-10,324,10OFFREDUCED,operations,
95pgsk6u,Corporate Events,Closed Won,2018-09-10,2018-09-10,360,MONTHSAVE25DEAL,operations,
iv6pvobb,Corporate Events,Closed Lost,2018-09-10,2018-09-24,600,,quality of delivery,no response
g6d13xa1,Corporate Events,Closed Won,2018-09-10,2018-09-10,768,2SEMESTERS20OFF,operations,
m4qct192,Educational Seminars,Closed Lost,2018-09-11,2019-09-26,240,ECONOMY50GIFT,financial control,lost to competitor
nacmme10,Educational Seminars,Closed Lost,2018-09-11,2018-09-12,240,ECONOMY50GIFT,financial control,no budget
whf7mrq2,Sports Events,Closed Lost,2018-09-11,2018-09-12,200,DISCOUNT25QUICK,operations,price
,Sports Events,Closed Lost,2018-09-11,2018-12-26,324,,operations,lost to competitor
cgc39a3v,Sports Events,Closed Won,2018-09-25,2018-09-25,150,MONTH75SPECIAL,financial control,not target
aqq1n39g,Corporate Events,Closed Won,2018-09-25,2018-09-25,1344,YEARLY30PROMO,quality of delivery,
1lwrfjjg,Educational Seminars,Closed Won,2018-01-05,2018-06-05,240,ECONOMY50GIFT,operations,
a4eydz1k,Corporate Events,Closed Lost,2018-10-08,2018-11-06,360,SAVE25LESS,quality of delivery,not target
8wt553ny,Corporate Events,Closed Won,2018-10-08,2018-10-08,360,MONTHSAVE25DEAL,operations,
9abbviur,Corporate Events,Closed Won,2018-10-08,2018-10-08,240,MONTH50REBATE,quality of delivery,
6md3o1m1,Corporate Events,Closed Won,2018-10-08,2018-10-08,324,10OFFREDUCED,quality of delivery,
,Corporate Events,Closed Lost,2018-10-08,2018-11-25,200,,operations,no response
u097lsv2,Corporate Events,Closed Won,2018-10-08,2018-10-10,240,DISCOUNT50POWER,operations,
,Corporate Events,Closed Lost,2018-10-08,2018-11-25,200,,,no response
2dn0fab8,Corporate Events,Closed Lost,2018-10-08,2018-10-08,200,,,no product fit
6rrnvx29,Educational Seminars,Closed Lost,2018-10-08,2018-10-16,150,CHALLENGE25,operations,price
h9atflki,Corporate Events,Closed Won,2018-10-21,2018-10-21,240,MONTH50REBATE,financial control,
g9vh41wt,Sports Events,Closed Won,2018-10-21,2018-10-21,240,MONTH50REBATE,operations,
,Sports Events,Closed Lost,2018-10-21,2018-11-25,200,,,price
unf68jj1,Corporate Events,Closed Won,2018-10-21,2018-10-21,768,2SEMESTERS20OFF,operations,
sz9s5tv1,Corporate Events,Closed Won,2018-10-21,2018-02-06,300,SAVEMONTH50SPECIAL,quality of delivery,
5faa4dlw,Educational Seminars,Closed Won,2018-10-21,2018-10-21,576,HALFSEASON20G,quality of delivery,
vtx1azw1,Corporate Events,Closed Won,2018-10-21,2018-10-21,1344,YEARLY30PROMO,operations,
lmtb0cpk,Corporate Events,Closed Won,2018-04-06,2019-02-24,240,DISCOUNT50POWER,financial control,
,Sports Events,Closed Lost,2018-05-06,2018-08-06,768,HALFYEAR20G,operations,lost to competitor
p30p35hk,Corporate Events,Closed Lost,2018-05-06,2018-11-24,240,,operations,no response
gnxeytf3,Corporate Events,Closed Lost,2018-05-06,2018-08-06,240,DISCOUNT50POWER,operations,lost to competitor
,Sports Events,Closed Lost,2018-05-06,2018-11-25,150,,operations,lost to competitor
qdtyg21v,Sports Events,Closed Won,2018-05-06,2018-12-06,150,ECONOMY75DISCOUNT,operations,
9rd081i1,Corporate Events,Closed Won,2018-05-06,2018-05-06,360,SAVE25LESS,operations,
k3pc5brm,Corporate Events,Closed Won,2018-05-06,2018-05-06,150,ECONOMY75DISCOUNT,operations,
yrqbjyyq,Corporate Events,Closed Won,2018-05-06,2018-05-06,768,2SEMESTERS20OFF,financial control,
3prkhoss,Corporate Events,Closed Lost,2018-11-11,2018-11-13,768,2SEMESTERS20OFF,operations,lost to competitor
bq33ntu0,Corporate Events,Closed Won,2018-11-11,2018-11-14,960,SEMESTER20DEALAGAIN,operations,
,Educational Seminars,Closed Lost,2018-11-11,2018-11-24,200,,quality of delivery,price
4m6zavsg,Sports Events,Closed Won,2018-11-11,2018-11-11,450,PROMOCODE,operations,
531eigit,Corporate Events,Closed Lost,2018-11-11,2018-12-25,240,,financial control,no response
,Corporate Events,Closed Lost,2018-11-11,2018-11-11,200,,operations,price
2p5slxly,Educational Seminars,Closed Won,2018-11-11,2018-11-11,360,25GIFT,financial control,
,Corporate Events,Closed Lost,2018-11-11,2018-11-24,768,,quality of delivery,no response
wb86q0af,Educational Seminars,Closed Lost,2018-11-21,2018-11-21,150,CUTBACK75SPECIAL,financial control,no budget
hwp6b25f,Corporate Events,Closed Won,2018-11-21,2018-12-12,360,MONTHSAVE25DEAL,,
xilsb2q5,Corporate Events,Closed Won,2018-11-21,2018-11-21,768,2SEMESTERS20OFF,operations,
,,Closed Lost,2018-11-21,2018-12-17,200,,operations,no response
oobv9p2r,Educational Seminars,Closed Won,2018-10-07,2018-12-08,240,SAVEMONTH50G,quality of delivery,
rwi79km9,Corporate Events,Closed Won,2018-10-07,2018-12-15,360,SAVE25LESS,operations,
kp47masr,Corporate Events,Closed Lost,2018-10-07,2018-12-18,300,,operations,price
nlox3m1e,Sports Events,Closed Won,2018-10-07,2018-12-26,960,,operations,
zicayiv6,Corporate Events,Closed Won,2018-10-07,2018-10-07,450,FIFTYSAVINGS,operations,
ejwjd1ic,Corporate Events,Closed Lost,2018-10-07,2018-12-08,360,SAVE25LESS,operations,no budget
qutw4wau,Corporate Events,Closed Won,2018-12-17,2018-12-17,150,QUARTERLY75OFF,,
hevw39yh,Educational Seminars,Closed Lost,2018-12-17,2019-01-26,200,HALFYEAR20G,,no response
b6nhfwja,Sports Events,Closed Won,2018-12-17,2018-12-19,150,MONTH75SPECIAL,financial control,
w9e5vgj4,Sports Events,Closed Won,2018-12-17,2018-12-17,240,SAVEMONTH50G,financial control,
2xft81l1,Educational Seminars,Closed Won,2018-08-01,2018-05-08,768,HALFYEAR20G,financial control,
vo3k8t1a,Corporate Events,Closed Lost,2018-12-18,2018-12-18,300,,operations,no response
,Corporate Events,Closed Lost,2018-12-18,2018-12-22,768,2SEMESTERS20OFF,operations,lost to competitor
ok89ei19,Corporate Events,Closed Won,2018-12-18,2018-12-18,768,2SEMESTERS20OFF,financial control,
il1jcvf4,Corporate Events,Closed Won,2018-12-18,2018-12-18,960,ANNUAL60DEAL,operations,
u5d22k1z,Corporate Events,Closed Won,2019-04-26,2019-04-26,324,10OFFREDUCED,operations,
2jppt4a4,Educational Seminars,Closed Won,2019-04-26,2019-04-26,768,HALFYEAR20G,financial control,
znw6fzko,Corporate Events,Closed Lost,2019-04-26,2019-01-09,200,,operations,no response
ckkjlpk4,Corporate Events,Closed Won,2019-04-26,2019-04-26,360,SAVE25LESS,financial control,
buqhj6l3,Educational Seminars,Closed Won,2019-04-26,2019-04-26,1500,DEAL60YEAR,financial control,
7chdh2i8,Corporate Events,Closed Won,2018-12-28,2018-12-28,768,2SEMESTERS20OFF,operations,
g3umcyh0,Corporate Events,Closed Won,2019-01-28,2019-02-10,768,2SEMESTERS20OFF,operations,
,Sports Events,Closed Lost,2019-01-28,2019-02-25,240,,operations,lost to competitor
sr1b3ct0,Corporate Events,Closed Lost,2019-01-28,2019-02-25,240,DISCOUNT50POWER,operations,price
l4jd1hkn,Corporate Events,Closed Lost,2019-01-28,2019-01-28,200,,operations,not target
,Corporate Events,Closed Lost,2019-01-28,2019-02-12,768,,quality of delivery,no response
2x5854x7,Educational Seminars,Negotiation,2019-02-09,2019-02-09,1344,,time saving,
5oke3f4f,Corporate Events,Closed Won,2019-02-09,2019-02-09,1344,YEARLY30PROMO,operations,
5c2iypcy,Sports Events,Closed Won,2019-02-10,2019-03-29,14876,ECONOMY75DISCOUNT,operations,
l6x4ht8q,Corporate Events,Closed Won,2019-02-10,2019-02-13,150,ECONOMY75DISCOUNT,operations,
